date,close,volume,amount,pe_ttm,pe_median,pb,pb_median,dividend_yield
2013-11-12,2340.0,52687545.0,,8.6,18.75,1.33,1.79,
2013-11-13,2288.12,59848831.0,,8.44,18.54,1.31,1.74,
2013-11-14,2304.5,57310356.0,,8.48,18.61,1.31,1.76,
2013-11-15,2350.73,86391771.0,,8.61,18.87,1.33,1.8,
2013-11-18,2428.9,110034633.0,,8.85,19.25,1.37,1.87,
2013-11-19,2412.16,78648296.0,,8.81,19.13,1.36,1.87,
2013-11-20,2424.85,72291801.0,,8.86,19.15,1.37,1.88,
2013-11-21,2409.99,87706677.0,,8.85,19.12,1.37,1.86,
2013-11-22,2397.96,75000675.0,,8.83,19.13,1.37,1.85,
2013-11-25,2388.63,66144734.0,,8.77,18.99,1.36,1.85,
2013-11-26,2387.42,59185864.0,,8.75,19.11,1.35,1.85,
2013-11-27,2414.48,75294088.0,,8.82,19.3,1.36,1.87,
2013-11-28,2439.53,90660406.0,,8.9,19.68,1.38,1.89,
2013-11-29,2438.94,61803746.0,,8.89,19.59,1.37,1.89,
2013-12-02,2418.79,119655123.0,,8.93,19.16,1.38,1.89,
2013-12-03,2442.78,74455752.0,,8.96,19.67,1.39,1.91,
2013-12-04,2475.14,102650235.0,,9.04,20.3,1.4,1.95,
2013-12-05,2468.2,77708932.0,,9.01,20.29,1.39,1.94,
2013-12-06,2452.29,66114089.0,,8.98,20.19,1.39,1.92,
2013-12-09,2450.87,57164884.0,,8.97,20.02,1.39,1.93,
2013-12-10,2453.32,66941424.0,,8.96,19.99,1.39,1.92,
2013-12-11,2412.76,68075144.0,,8.82,19.72,1.36,1.89,
2013-12-12,2410.01,50147719.0,,8.81,19.63,1.36,1.88,
2013-12-13,2406.64,51501196.0,,8.77,19.68,1.36,1.88,
2013-12-16,2367.92,64581674.0,,8.79,21.1,1.37,2.0,
2013-12-17,2356.38,48483891.0,,8.75,21.02,1.36,1.99,
2013-12-18,2357.23,40015207.0,,8.74,20.9,1.36,1.99,
2013-12-19,2332.41,48095680.0,,8.67,20.84,1.35,1.94,
2013-12-20,2278.14,65204207.0,,8.46,20.53,1.31,1.88,
2013-12-23,2284.6,45580285.0,,8.53,20.65,1.32,1.89,
2013-12-24,2288.25,45599168.0,,8.53,20.8,1.32,1.92,
2013-12-25,2305.11,44005326.0,,8.58,20.95,1.33,1.96,
2013-12-26,2265.33,51497563.0,,8.45,20.61,1.31,1.9,
2013-12-27,2303.48,53389157.0,,8.57,20.99,1.33,1.95,
2013-12-30,2299.46,48414308.0,,8.53,20.91,1.32,1.96,
2013-12-31,2330.03,56631070.0,,8.62,21.15,1.34,1.97,
2014-01-02,2321.98,45194291.0,,8.59,21.28,1.33,1.99,
2014-01-03,2290.78,59782645.0,,8.49,20.89,1.32,1.97,
2014-01-06,2238.64,66300403.0,,8.36,20.09,1.3,1.9,
2014-01-07,2238.0,43753103.0,,8.34,20.22,1.29,1.9,
2014-01-08,2241.91,51348854.0,,8.33,20.22,1.29,1.88,
2014-01-09,2222.22,55987041.0,,8.27,19.9,1.28,1.87,
2014-01-10,2204.85,54169293.0,,8.22,19.9,1.27,1.82,
2014-01-13,2193.68,50122772.0,,8.21,19.41,1.27,1.83,
2014-01-14,2212.85,54049947.0,,8.27,19.5,1.28,1.84,
2014-01-15,2208.94,48962395.0,,8.24,19.66,1.28,1.83,
2014-01-16,2211.84,52298902.0,,8.23,19.89,1.28,1.84,
2014-01-17,2178.49,50273155.0,,8.17,19.23,1.27,1.83,
2014-01-20,2165.99,40560154.0,,8.1,19.18,1.26,1.81,
2014-01-21,2187.41,40306247.0,,8.16,19.33,1.26,1.83,
2014-01-22,2243.8,70641375.0,,8.32,19.64,1.29,1.9,
2014-01-23,2231.89,56345951.0,,8.27,19.67,1.28,1.87,
2014-01-24,2245.68,61167670.0,,8.3,20.11,1.29,1.9,
2014-01-27,2215.92,70344246.0,,8.21,19.68,1.27,1.9,
2014-01-28,2219.86,53269130.0,,8.24,19.83,1.27,1.89,
2014-01-29,2227.78,50222717.0,,8.28,19.9,1.28,1.89,
2014-01-30,2202.45,43632304.0,,8.2,19.67,1.27,1.87,
2014-02-07,2212.48,50459315.0,,8.21,19.66,1.27,1.89,
2014-02-10,2267.53,83065716.0,,8.37,20.45,1.29,1.93,
2014-02-11,2285.56,99229829.0,,8.44,20.95,1.3,1.96,
2014-02-12,2291.25,76592161.0,,8.45,21.05,1.31,1.93,
2014-02-13,2279.55,96217789.0,,8.43,20.63,1.3,1.9,
2014-02-14,2295.58,67082997.0,,8.47,21.03,1.31,1.93,
2014-02-17,2311.65,87831666.0,,8.52,21.46,1.32,1.94,
2014-02-18,2282.44,87049743.0,,8.4,21.6,1.3,1.93,
2014-02-19,2308.66,99352561.0,,8.52,21.44,1.32,1.95,
2014-02-20,2287.44,106439533.0,,8.51,21.06,1.32,1.93,
2014-02-21,2264.29,76368993.0,,8.42,20.87,1.3,1.89,
2014-02-24,2214.51,89215939.0,,8.24,20.36,1.28,1.86,
2014-02-25,2157.91,93237551.0,,8.1,20.01,1.25,1.81,
2014-02-26,2163.41,77993297.0,,8.12,20.08,1.26,1.83,
2014-02-27,2154.11,90104296.0,,8.15,20.16,1.26,1.82,
2014-02-28,2178.97,76668057.0,,8.19,20.3,1.27,1.86,
2014-03-03,2190.37,82072314.0,,8.22,20.59,1.27,1.87,
2014-03-04,2184.27,73069250.0,,8.19,20.29,1.27,1.86,
2014-03-05,2163.98,61332015.0,,8.11,20.17,1.25,1.83,
2014-03-06,2173.63,69093767.0,,8.15,20.03,1.26,1.83,
2014-03-07,2168.36,64265177.0,,8.14,20.04,1.26,1.82,
2014-03-10,2097.79,71416407.0,,7.94,19.41,1.23,1.75,
2014-03-11,2108.66,57621243.0,,7.95,19.41,1.23,1.75,
2014-03-12,2114.13,70069747.0,,7.94,19.46,1.23,1.77,
2014-03-13,2140.33,69226028.0,,8.03,19.58,1.24,1.79,
2014-03-14,2122.84,58617737.0,,7.96,19.29,1.23,1.79,
2014-03-17,2143.04,52409445.0,,8.02,19.59,1.24,1.8,
2014-03-18,2138.13,55354132.0,,8.01,19.31,1.24,1.8,
2014-03-19,2120.87,59303905.0,,8.0,19.37,1.23,1.79,
2014-03-20,2086.97,67631285.0,,7.91,18.87,1.22,1.76,
2014-03-21,2158.8,104024807.0,,8.12,19.27,1.25,1.81,
2014-03-24,2176.55,104491984.0,,8.2,19.52,1.26,1.84,
2014-03-25,2174.44,86877510.0,,8.17,19.53,1.26,1.84,
2014-03-26,2171.05,58276176.0,,8.18,19.37,1.25,1.81,
2014-03-27,2155.71,71275132.0,,8.13,19.24,1.24,1.79,
2014-03-28,2151.97,70086073.0,,8.13,19.01,1.24,1.8,
2014-03-31,2146.3,55457488.0,,8.11,18.44,1.23,1.79,
2014-04-01,2163.12,48866403.0,,8.16,18.54,1.24,1.81,
2014-04-02,2180.73,65039257.0,,8.22,18.55,1.25,1.82,
2014-04-03,2165.01,71536032.0,,8.15,18.42,1.24,1.81,
2014-04-04,2185.47,47945888.0,,8.21,18.55,1.25,1.83,
2014-04-08,2237.32,97219117.0,,8.4,18.99,1.27,1.87,
2014-04-09,2238.62,66357268.0,,8.42,19.07,1.27,1.87,
2014-04-10,2273.76,114545405.0,,8.54,19.07,1.29,1.9,
2014-04-11,2270.67,90615897.0,,8.53,19.24,1.29,1.9,
2014-04-14,2268.61,62264998.0,,8.52,19.24,1.29,1.88,
2014-04-15,2229.46,68218130.0,,8.4,18.81,1.27,1.84,
2014-04-16,2232.53,51678010.0,,8.41,18.77,1.27,1.86,
2014-04-17,2224.8,48333628.0,,8.38,18.93,1.26,1.84,
2014-04-18,2224.48,50757995.0,,8.36,19.04,1.26,1.85,
2014-04-21,2187.25,56278280.0,,8.26,18.92,1.24,1.8,
2014-04-22,2196.79,57094694.0,,8.29,19.03,1.25,1.81,
2014-04-23,2194.67,47763531.0,,8.29,18.97,1.25,1.81,
2014-04-24,2190.47,45058911.0,,8.25,18.87,1.24,1.8,
2014-04-25,2167.83,60245383.0,,8.16,19.09,1.22,1.78,
2014-04-28,2134.97,60485187.0,,8.05,19.14,1.19,1.7,
2014-04-29,2158.47,48204931.0,,8.07,19.57,1.19,1.72,
2014-04-30,2158.66,45334624.0,,7.96,19.25,1.18,1.72,
2014-05-05,2156.47,49344073.0,,7.95,19.27,1.17,1.73,
2014-05-06,2157.33,48086519.0,,7.94,19.35,1.17,1.72,
2014-05-07,2137.32,44607470.0,,7.89,19.01,1.17,1.72,
2014-05-08,2135.5,48332452.0,,7.9,19.02,1.17,1.72,
2014-05-09,2133.91,49181135.0,,7.9,19.16,1.17,1.72,
2014-05-12,2180.05,83472560.0,,8.04,19.84,1.19,1.76,
2014-05-13,2174.85,64912518.0,,8.03,19.47,1.19,1.77,
2014-05-14,2172.37,48514206.0,,8.03,19.33,1.19,1.77,
2014-05-15,2144.08,46734032.0,,7.95,19.04,1.18,1.72,
2014-05-16,2145.95,42253197.0,,7.96,19.0,1.18,1.72,
2014-05-19,2115.14,42893607.0,,7.87,18.72,1.16,1.7,
2014-05-20,2115.77,37299683.0,,7.88,18.71,1.17,1.7,
2014-05-21,2135.91,38946042.0,,7.95,18.89,1.18,1.71,
2014-05-22,2130.87,46252736.0,,7.94,18.79,1.17,1.7,
2014-05-23,2148.41,37623105.0,,7.99,18.91,1.18,1.73,
2014-05-26,2155.98,39550656.0,,8.01,19.03,1.18,1.73,
2014-05-27,2147.28,35897171.0,,7.98,18.91,1.18,1.72,
2014-05-28,2169.35,50056260.0,,8.05,19.04,1.19,1.75,
2014-05-29,2155.16,44891556.0,,8.03,18.85,1.19,1.72,
2014-05-30,2156.46,43923863.0,,8.02,18.95,1.19,1.73,
2014-06-03,2149.92,41982954.0,,8.02,18.82,1.19,1.72,
2014-06-04,2128.27,41817249.0,,7.97,18.75,1.18,1.7,
2014-06-05,2150.6,36477424.0,,8.03,18.9,1.19,1.73,
2014-06-06,2134.72,35738058.0,,7.98,18.85,1.18,1.72,
2014-06-09,2134.28,39311060.0,,7.99,18.75,1.19,1.71,
2014-06-10,2161.27,50507902.0,,8.09,19.01,1.2,1.73,
2014-06-11,2160.77,42563718.0,,8.09,19.19,1.2,1.73,
2014-06-12,2153.41,43025843.0,,8.07,19.02,1.2,1.72,
2014-06-13,2176.24,59252876.0,,8.15,19.11,1.21,1.74,
2014-06-16,2191.86,63296875.0,,8.34,21.0,1.24,1.89,
2014-06-17,2169.67,49933665.0,,8.26,20.61,1.23,1.87,
2014-06-18,2160.24,49463897.0,,8.22,20.51,1.22,1.86,
2014-06-19,2126.91,53162645.0,,8.11,20.15,1.2,1.8,
2014-06-20,2136.73,42393719.0,,8.11,20.16,1.23,1.82,
2014-06-23,2134.11,41179258.0,,8.09,20.22,1.22,1.82,
2014-06-24,2144.82,40164356.0,,8.12,20.47,1.23,1.83,
2014-06-25,2133.37,37666100.0,,8.09,20.5,1.23,1.83,
2014-06-26,2149.08,44351166.0,,8.13,20.62,1.23,1.86,
2014-06-27,2150.26,52722896.0,,8.1,20.72,1.23,1.89,
2014-06-30,2165.12,54304188.0,,8.15,20.72,1.24,1.89,
2014-07-01,2164.56,53323100.0,,8.14,20.84,1.24,1.9,
2014-07-02,2170.87,59685501.0,,8.17,20.84,1.24,1.91,
2014-07-03,2180.19,63690690.0,,8.19,20.87,1.25,1.93,
2014-07-04,2178.7,52851106.0,,8.18,20.66,1.25,1.91,
2014-07-07,2176.29,50242334.0,,8.18,20.73,1.25,1.88,
2014-07-08,2180.47,50743599.0,,8.2,20.61,1.25,1.9,
2014-07-09,2148.71,62022046.0,,8.09,20.21,1.24,1.88,
2014-07-10,2142.85,55732497.0,,8.04,20.31,1.24,1.88,
2014-07-11,2148.01,61374274.0,,8.06,20.11,1.24,1.89,
2014-07-14,2171.76,66158863.0,,8.12,20.24,1.26,1.93,
2014-07-15,2174.98,71815694.0,,8.14,20.17,1.26,1.94,
2014-07-16,2170.87,81560230.0,,8.14,20.09,1.26,1.94,
2014-07-17,2157.07,59453568.0,,8.09,19.97,1.25,1.93,
2014-07-18,2164.14,65473295.0,,8.1,20.15,1.26,1.94,
2014-07-21,2166.29,54172260.0,,8.09,20.29,1.26,1.92,
2014-07-22,2192.7,78542583.0,,8.17,20.28,1.27,1.94,
2014-07-23,2197.83,84213872.0,,8.19,19.9,1.27,1.92,
2014-07-24,2237.01,119435534.0,,8.32,20.35,1.29,1.95,
2014-07-25,2260.45,98972838.0,,8.41,20.78,1.31,1.99,
2014-07-28,2323.9,179869333.0,,8.64,21.22,1.34,2.03,
2014-07-29,2331.37,134269641.0,,8.65,21.41,1.34,2.04,
2014-07-30,2322.01,123022832.0,,8.63,21.36,1.34,2.03,
2014-07-31,2350.25,110987769.0,,8.72,21.61,1.36,2.05,
2014-08-01,2329.4,126317390.0,,8.66,21.46,1.35,2.04,
2014-08-04,2375.62,116713754.0,,8.81,21.62,1.37,2.07,
2014-08-05,2369.35,111861789.0,,8.78,21.46,1.37,2.08,
2014-08-06,2363.22,116341829.0,,8.76,21.49,1.36,2.09,
2014-08-07,2327.46,116729210.0,,8.63,21.19,1.34,2.05,
2014-08-08,2331.13,86739694.0,,8.64,21.32,1.34,2.05,
2014-08-11,2365.35,91601171.0,,8.76,21.52,1.36,2.08,
2014-08-12,2357.05,91822608.0,,8.73,21.9,1.35,2.08,
2014-08-13,2358.9,110447789.0,,8.73,21.99,1.36,2.07,
2014-08-14,2335.95,97969493.0,,8.64,21.77,1.34,2.06,
2014-08-15,2360.64,93592546.0,,8.72,21.65,1.35,2.08,
2014-08-18,2374.56,104509554.0,,8.75,22.06,1.36,2.1,
2014-08-19,2374.77,115850020.0,,8.75,21.95,1.36,2.12,
2014-08-20,2366.14,101288088.0,,8.7,22.06,1.33,2.12,
2014-08-21,2354.24,100690211.0,,8.65,21.97,1.32,2.1,
2014-08-22,2365.36,89823938.0,,8.68,22.16,1.33,2.11,
2014-08-25,2342.86,97373717.0,,8.6,21.96,1.31,2.09,
2014-08-26,2324.09,93844222.0,,8.53,21.78,1.3,2.06,
2014-08-27,2327.6,67676221.0,,8.5,22.09,1.3,2.07,
2014-08-28,2311.28,70490655.0,,8.42,21.7,1.28,2.05,
2014-08-29,2338.29,63211423.0,,8.45,21.92,1.28,2.06,
2014-09-01,2355.32,77320870.0,,8.47,22.52,1.29,2.08,
2014-09-02,2386.46,114436733.0,,8.57,22.89,1.3,2.11,
2014-09-03,2408.84,129734204.0,,8.66,23.62,1.32,2.12,
2014-09-04,2426.22,111272298.0,,8.72,23.58,1.33,2.14,
2014-09-05,2449.26,133551764.0,,8.8,23.57,1.34,2.19,
2014-09-09,2445.22,118194344.0,,8.78,23.83,1.33,2.18,
2014-09-10,2432.43,109175517.0,,8.73,23.76,1.33,2.17,
2014-09-11,2423.45,132982583.0,,8.69,23.8,1.32,2.16,
2014-09-12,2438.36,109160170.0,,8.75,24.16,1.33,2.19,
2014-09-15,2437.19,122247159.0,,8.74,24.27,1.33,2.22,
2014-09-16,2388.76,186742791.0,,8.61,23.73,1.31,2.14,
2014-09-17,2401.33,125269028.0,,8.64,23.79,1.31,2.17,
2014-09-18,2408.66,115926376.0,,8.66,24.26,1.32,2.19,
2014-09-19,2425.21,101813577.0,,8.7,24.56,1.32,2.22,
2014-09-22,2378.92,102240870.0,,8.53,24.3,1.3,2.19,
2014-09-23,2399.46,84033341.0,,8.59,24.6,1.31,2.22,
2014-09-24,2441.86,142713530.0,,8.72,25.11,1.33,2.26,
2014-09-25,2436.97,138661891.0,,8.71,24.92,1.33,2.26,
2014-09-26,2437.2,100299494.0,,8.71,25.09,1.33,2.28,
2014-09-29,2447.8,123401727.0,,8.73,25.12,1.33,2.3,
2014-09-30,2450.99,115804229.0,,8.74,25.22,1.33,2.28,
2014-10-08,2478.38,121953604.0,,8.8,25.38,1.34,2.31,
2014-10-09,2481.96,137923920.0,,8.82,25.75,1.34,2.29,
2014-10-10,2466.79,147634307.0,,8.77,25.46,1.34,2.27,
2014-10-13,2454.95,131593362.0,,8.72,25.27,1.33,2.26,
2014-10-14,2446.56,127393705.0,,8.7,24.89,1.32,2.27,
2014-10-15,2463.87,135801882.0,,8.75,25.19,1.33,2.3,
2014-10-16,2444.4,158166603.0,,8.71,24.81,1.33,2.25,
2014-10-17,2441.73,132759988.0,,8.69,24.57,1.32,2.25,
2014-10-20,2454.71,91435401.0,,8.73,24.78,1.33,2.29,
2014-10-21,2433.39,96241912.0,,8.67,24.43,1.32,2.27,
2014-10-22,2418.64,88656193.0,,8.64,23.82,1.31,2.23,
2014-10-23,2395.94,103491839.0,,8.56,23.32,1.3,2.19,
2014-10-24,2390.71,74974869.0,,8.53,23.42,1.29,2.2,
2014-10-27,2368.83,73862447.0,,8.45,23.38,1.27,2.17,
2014-10-28,2416.65,101523055.0,,8.59,24.0,1.29,2.21,
2014-10-29,2451.38,158584062.0,,8.67,24.55,1.3,2.23,
2014-10-30,2468.93,189626353.0,,8.71,24.27,1.3,2.24,
2014-10-31,2508.33,239172412.0,,8.79,24.15,1.3,2.24,
2014-11-03,2512.55,205801228.0,,8.77,24.26,1.3,2.26,
2014-11-04,2513.17,218247005.0,,8.78,24.17,1.3,2.24,
2014-11-05,2503.45,190491862.0,,8.73,23.9,1.3,2.26,
2014-11-06,2506.07,149651117.0,,8.74,24.11,1.3,2.24,
2014-11-07,2502.15,208760911.0,,8.72,23.89,1.29,2.24,
2014-11-10,2565.73,226599735.0,,8.94,24.37,1.33,2.26,
2014-11-11,2558.61,323711656.0,,9.02,24.37,1.34,2.21,
2014-11-12,2594.32,184686261.0,,9.07,24.79,1.34,2.25,
2014-11-13,2579.75,219815615.0,,9.04,24.37,1.34,2.23,
2014-11-14,2581.09,165049965.0,,9.05,24.34,1.34,2.23,
2014-11-17,2567.1,158478095.0,,8.98,24.31,1.33,2.25,
2014-11-18,2541.42,142941356.0,,8.87,24.12,1.32,2.25,
2014-11-19,2537.22,122146974.0,,8.85,24.23,1.31,2.26,
2014-11-20,2537.1,106149864.0,,8.85,24.41,1.31,2.26,
2014-11-21,2583.46,151028139.0,,8.99,24.59,1.33,2.3,
2014-11-24,2649.26,279839720.0,,9.17,25.18,1.36,2.36,
2014-11-25,2685.56,222611699.0,,9.29,25.9,1.38,2.42,
2014-11-26,2723.02,243962485.0,,9.44,26.11,1.4,2.48,
2014-11-27,2754.49,265464730.0,,9.55,26.28,1.42,2.47,
2014-11-28,2808.82,375323662.0,,9.83,26.21,1.46,2.49,
2014-12-01,2819.81,365487417.0,,9.86,26.53,1.46,2.5,
2014-12-02,2923.94,361465322.0,,10.25,26.68,1.52,2.56,
2014-12-03,2967.55,466156685.0,,10.29,27.54,1.52,2.65,
2014-12-04,3104.35,426812928.0,,10.81,27.92,1.6,2.71,
2014-12-05,3124.89,524881260.0,,11.1,27.18,1.64,2.64,
2014-12-08,3252.88,484462344.0,,11.47,27.43,1.7,2.72,
2014-12-09,3106.91,632874567.0,,10.79,27.05,1.6,2.62,
2014-12-10,3221.55,425018708.0,,11.1,28.42,1.64,2.74,
2014-12-11,3183.01,367091691.0,,10.94,28.34,1.62,2.78,
2014-12-12,3193.23,301065325.0,,10.98,28.54,1.62,2.79,
2014-12-15,3217.23,290193834.0,,11.2,30.9,1.66,3.0,
2014-12-16,3303.4,358123847.0,,11.54,30.76,1.71,3.03,
2014-12-17,3360.6,448140770.0,,11.78,30.32,1.74,2.95,
2014-12-18,3345.93,355970207.0,,11.72,30.52,1.74,2.98,
2014-12-19,3383.17,411211590.0,,11.96,30.71,1.77,2.99,
2014-12-22,3394.48,549801671.0,,12.21,29.81,1.81,2.93,
2014-12-23,3324.92,369736093.0,,11.83,29.06,1.75,2.89,
2014-12-24,3230.39,317449587.0,,11.46,29.4,1.7,2.85,
2014-12-25,3335.42,309799547.0,,11.89,29.95,1.76,2.91,
2014-12-26,3445.84,384614124.0,,12.28,30.47,1.82,2.99,
2014-12-29,3455.46,425015037.0,,12.36,30.11,1.83,2.98,
2014-12-30,3457.55,328233873.0,,12.43,29.57,1.84,2.91,
2014-12-31,3533.71,345934760.0,,12.74,29.68,1.88,2.97,
2015-01-05,3641.54,451198098.0,,13.24,30.29,1.96,3.06,
2015-01-06,3641.06,420962185.0,,13.25,31.23,1.95,3.11,
2015-01-07,3643.79,320191232.0,,13.31,31.23,1.96,3.1,
2015-01-08,3559.26,295003045.0,,12.95,30.88,1.91,3.13,
2015-01-09,3546.72,349982672.0,,12.95,30.55,1.91,3.09,
2015-01-12,3513.58,266567175.0,,12.77,30.96,1.88,3.11,
2015-01-13,3514.04,187153965.0,,12.77,30.89,1.88,3.15,
2015-01-14,3502.42,196012510.0,,12.75,30.87,1.88,3.1,
2015-01-15,3604.12,237812338.0,,13.24,30.93,1.95,3.17,
2015-01-16,3635.15,282681614.0,,13.39,31.45,1.97,3.22,
2015-01-19,3355.16,329505275.0,,12.27,29.94,1.81,3.02,
2015-01-20,3396.22,297843232.0,,12.43,30.87,1.83,3.11,
2015-01-21,3548.89,337928210.0,,13.08,31.43,1.93,3.23,
2015-01-22,3567.61,268853599.0,,13.11,32.51,1.93,3.24,
2015-01-23,3571.73,280172172.0,,13.14,31.83,1.94,3.2,
2015-01-26,3607.99,239766203.0,,13.16,32.28,1.94,3.25,
2015-01-27,3574.93,287669179.0,,13.1,32.67,1.93,3.25,
2015-01-28,3525.32,216220214.0,,12.86,31.28,1.9,3.24,
2015-01-29,3481.8,211618860.0,,12.66,31.19,1.87,3.19,
2015-01-30,3434.39,196479157.0,,12.46,30.92,1.84,3.13,
2015-02-02,3353.96,195183699.0,,12.09,31.09,1.78,3.08,
2015-02-03,3437.45,192846096.0,,12.42,31.4,1.83,3.14,
2015-02-04,3401.77,191304349.0,,12.27,30.95,1.81,3.13,
2015-02-05,3366.95,250430609.0,,12.12,30.91,1.79,3.09,
2015-02-06,3312.42,192664186.0,,11.89,30.32,1.75,3.01,
2015-02-09,3345.92,172353820.0,,12.0,30.39,1.77,3.03,
2015-02-10,3406.94,159309088.0,,12.21,31.01,1.8,3.1,
2015-02-11,3434.12,144613772.0,,12.29,31.11,1.81,3.15,
2015-02-12,3442.87,156081691.0,,12.33,31.13,1.81,3.15,
2015-02-13,3469.83,201089971.0,,12.44,31.15,1.83,3.21,
2015-02-16,3499.48,165641343.0,,12.5,31.77,1.83,3.26,
2015-02-17,3522.32,165328313.0,,12.6,31.96,1.84,3.28,
2015-02-25,3478.73,165539351.0,,12.49,31.77,1.83,3.2,
2015-02-26,3566.29,229328438.0,,12.79,32.12,1.87,3.32,
2015-02-27,3572.84,222786438.0,,12.81,32.57,1.87,3.29,
2015-03-02,3601.26,248176125.0,,12.91,33.62,1.88,3.35,
2015-03-03,3507.9,261866489.0,,12.54,33.0,1.83,3.3,
2015-03-04,3530.82,199663981.0,,12.59,33.07,1.84,3.32,
2015-03-05,3496.34,217508805.0,,12.42,33.22,1.81,3.32,
2015-03-06,3478.52,181518054.0,,12.39,33.0,1.81,3.28,
2015-03-09,3537.75,233940411.0,,12.66,32.55,1.85,3.32,
2015-03-10,3520.61,194267657.0,,12.54,32.53,1.83,3.3,
2015-03-11,3524.65,188947825.0,,12.57,32.61,1.83,3.33,
2015-03-12,3592.84,265664625.0,,12.86,32.6,1.88,3.37,
2015-03-13,3617.66,246864768.0,,12.91,32.82,1.88,3.35,
2015-03-16,3705.67,275438307.0,,13.18,34.06,1.92,3.42,
2015-03-17,3757.12,371625666.0,,13.36,34.41,1.95,3.5,
2015-03-18,3846.05,415190011.0,,13.66,35.53,1.99,3.54,
2015-03-19,3839.74,391547630.0,,13.62,35.2,1.99,3.55,
2015-03-20,3892.57,401817552.0,,13.75,35.34,2.0,3.6,
2015-03-23,3972.06,391119922.0,,14.09,35.9,2.04,3.68,
2015-03-24,3973.05,468581312.0,,14.1,35.93,2.04,3.73,
2015-03-25,3940.41,379968851.0,,13.91,36.21,2.0,3.63,
2015-03-26,3950.0,346756315.0,,14.01,35.28,2.01,3.65,
2015-03-27,3971.7,298756064.0,,14.2,35.43,2.01,3.69,
2015-03-30,4088.18,428297020.0,,14.62,36.28,2.06,3.77,
2015-03-31,4051.2,436065635.0,,14.46,37.09,2.03,3.71,
2015-04-01,4123.9,329512853.0,,14.68,38.11,2.06,3.79,
2015-04-02,4124.78,339070487.0,,14.67,38.4,2.06,3.82,
2015-04-03,4170.54,321303766.0,,14.75,38.76,2.07,3.84,
2015-04-07,4260.04,415362654.0,,15.12,39.73,2.12,3.89,
2015-04-08,4295.8,458676715.0,,15.3,39.15,2.14,3.86,
2015-04-09,4262.14,439699902.0,,15.15,38.34,2.12,3.9,
2015-04-10,4344.42,348190170.0,,15.44,38.69,2.16,4.0,
2015-04-13,4421.07,434153036.0,,15.77,39.21,2.21,4.03,
2015-04-14,4438.18,434432126.0,,15.79,39.22,2.21,3.97,
2015-04-15,4380.51,472154131.0,,15.69,38.59,2.2,3.84,
2015-04-16,4513.55,422603748.0,,16.17,40.53,2.26,3.96,
2015-04-17,4596.14,552802663.0,,16.5,40.25,2.31,4.03,
2015-04-20,4521.92,686439075.0,,16.17,39.49,2.27,4.0,
2015-04-21,4619.16,490314991.0,,16.42,41.48,2.3,4.04,
2015-04-22,4739.81,516213792.0,,16.75,42.16,2.35,4.19,
2015-04-23,4740.89,497430954.0,,16.72,41.45,2.34,4.15,
2015-04-24,4702.64,480152936.0,,16.57,41.65,2.32,4.16,
2015-04-27,4807.59,513076548.0,,17.13,41.86,2.39,4.29,
2015-04-28,4741.86,608638545.0,,17.17,39.41,2.37,4.14,
2015-04-29,4774.33,395056980.0,,16.97,40.24,2.33,4.21,
2015-04-30,4749.89,399727444.0,,16.58,39.36,2.24,4.11,
2015-05-04,4787.74,377843853.0,,16.71,39.25,2.26,4.13,
2015-05-05,4596.84,460419626.0,,16.03,37.53,2.17,3.92,
2015-05-06,4553.33,376073702.0,,15.83,37.49,2.14,3.88,
2015-05-07,4470.09,297759203.0,,15.46,36.35,2.09,3.83,
2015-05-08,4558.4,302407967.0,,15.77,37.98,2.13,3.94,
2015-05-11,4690.53,373838420.0,,16.17,38.91,2.19,4.02,
2015-05-12,4747.42,377053891.0,,16.34,38.97,2.21,4.05,
2015-05-13,4718.44,370730424.0,,16.21,39.18,2.19,4.05,
2015-05-14,4700.78,337725152.0,,16.15,39.35,2.19,4.04,
2015-05-15,4617.47,328431166.0,,15.84,38.56,2.15,3.97,
2015-05-18,4575.14,269180489.0,,15.65,38.56,2.12,3.99,
2015-05-19,4731.22,314785952.0,,16.16,39.95,2.19,4.1,
2015-05-20,4754.92,363180748.0,,16.22,40.77,2.19,4.16,
2015-05-21,4840.98,305054537.0,,16.33,42.4,2.21,4.25,
2015-05-22,4951.34,455846718.0,,16.76,43.46,2.27,4.39,
2015-05-25,5099.5,465736590.0,,17.27,44.58,2.33,4.59,
2015-05-26,5198.92,487949359.0,,17.52,45.98,2.37,4.65,
2015-05-27,5181.43,470798730.0,,17.49,45.83,2.37,4.69,
2015-05-28,4834.01,571829047.0,,16.36,42.32,2.21,4.37,
2015-05-29,4840.83,427878859.0,,16.34,43.87,2.21,4.38,
2015-06-01,5076.18,417503741.0,,17.16,45.95,2.31,4.59,
2015-06-02,5161.87,412973196.0,,17.36,46.46,2.34,4.68,
2015-06-03,5143.59,414258270.0,,17.3,46.71,2.33,4.77,
2015-06-04,5181.42,482767268.0,,17.53,46.79,2.36,4.79,
2015-06-05,5230.55,545961196.0,,17.71,46.37,2.39,4.8,
2015-06-08,5353.75,637313237.0,,18.49,46.49,2.48,4.88,
2015-06-09,5317.46,570427263.0,,18.37,45.81,2.46,4.91,
2015-06-10,5309.11,442165676.0,,18.23,46.5,2.45,4.93,
